MeterReadingID,Chave_Data,SiteID,DeviceID,Energia_kWh,Agua_m3,ReadingType
MW-025757,20240531,S-002,D-0032,796.62,35.96,instant
MW-025758,20230928,S-001,D-0020,340.42,20.79,aggregate
MW-025759,20241204,S-005,D-0035,560.99,13.51,aggregate
MW-025760,20230914,S-005,D-0026,446.46,8.21,aggregate
MW-025761,20240813,S-002,D-0003,165.67,7.44,aggregate
MW-025762,20241027,S-005,D-0014,924.53,27.79,aggregate
MW-025763,20230813,S-001,D-0002,277.89,11.27,aggregate
MW-025764,20241128,S-005,D-0050,490.78,15.13,aggregate
MW-025765,20240302,S-003,D-0006,383.27,33.08,aggregate
MW-025766,20231114,S-005,D-0038,448.9,17.03,aggregate
MW-025767,20230302,S-003,D-0027,551.2,15.7,aggregate
MW-025768,20230829,S-003,D-0049,532.54,7.68,aggregate
MW-025769,20240817,S-003,D-0016,534.5,11.02,aggregate
MW-025770,20231017,S-005,D-0016,384.33,29.1,aggregate
MW-025771,20230630,S-003,D-0042,639.16,33.67,aggregate
MW-025772,20240412,S-003,D-0037,483.3,21.65,aggregate
MW-025773,20230805,S-005,D-0035,914.17,26.63,aggregate
MW-025774,20231017,S-001,D-0022,349.53,45.07,aggregate
MW-025775,20240110,S-005,D-0003,678.64,19.14,aggregate
MW-025776,20231231,S-005,D-0002,859.58,16.93,aggregate
MW-025777,20230203,S-001,D-0018,382.31,52.13,instant
MW-025778,20240414,S-002,D-0036,872.29,37.81,instant
MW-025779,20230130,S-005,D-0014,361.5,30.11,aggregate
MW-025780,20240207,S-005,D-0027,520.91,13.06,instant
MW-025781,20230905,S-005,D-0047,141.13,14.89,aggregate
MW-025782,20230223,S-001,D-0004,234.52,3.76,aggregate
MW-025783,20240415,S-003,D-0011,350.2,21.8,aggregate
MW-025784,20230115,S-001,D-0009,446.74,10.17,aggregate
MW-025785,20241113,S-005,D-0045,477.1,16.29,aggregate
MW-025786,20240118,S-003,D-0016,271.89,11.18,aggregate
MW-025787,20240506,S-005,D-0026,312.51,14.1,instant
MW-025788,20230428,S-005,D-0047,570.65,33.16,aggregate
MW-025789,20240519,S-004,D-0033,499.45,0.51,instant
MW-025790,20230117,S-003,D-0021,713.4,38.06,instant
MW-025791,20241018,S-004,D-0046,327.73,20.38,aggregate
MW-025792,20241124,S-002,D-0019,292.21,60.87,aggregate
MW-025793,20241127,S-004,D-0031,982.13,25.13,aggregate
MW-025794,20240513,S-003,D-0020,580.34,2.66,instant
MW-025795,20230603,S-004,D-0015,819.08,73.02,instant
MW-025796,20240304,S-002,D-0014,198.82,25.19,instant
MW-025797,20230421,S-003,D-0024,581.2,16.61,aggregate
MW-025798,20231217,S-005,D-0020,549.97,3.57,aggregate
MW-025799,20230214,S-001,D-0033,833.06,20.47,aggregate
MW-025800,20240505,S-004,D-0047,381.46,26.6,instant
MW-025801,20240911,S-001,D-0027,626.82,8.31,aggregate
MW-025802,20240516,S-004,D-0015,1163.26,63.88,aggregate
MW-025803,20230219,S-001,D-0042,234.57,14.22,aggregate
MW-025804,20240610,S-005,D-0028,200.43,22.7,aggregate
MW-025805,20231016,S-005,D-0007,277.38,20.94,aggregate
MW-025806,20240504,S-001,D-0044,698.85,12.1,aggregate
MW-025807,20231110,S-001,D-0003,346.19,16.55,aggregate
MW-025808,20230514,S-001,D-0002,440.29,3.65,aggregate
MW-025809,20230503,S-003,D-0034,680.92,35.35,aggregate
MW-025810,20230513,S-005,D-0031,802.29,35.95,aggregate
MW-025811,20230407,S-003,D-0030,815.59,16.51,aggregate
MW-025812,20240911,S-001,D-0006,580.6,18.69,aggregate
MW-025813,20230220,S-004,D-0008,587.72,23.32,aggregate
MW-025814,20231117,S-001,D-0002,643.56,12.32,aggregate
MW-025815,20240813,S-001,D-0024,170.68,43.2,aggregate
MW-025816,20231219,S-004,D-0024,662.49,16.94,aggregate
MW-025817,20240301,S-005,D-0013,423.7,11.77,aggregate
MW-025818,20241012,S-005,D-0009,1150.57,17.07,aggregate
MW-025819,20230422,S-004,D-0043,375.66,28.4,instant
MW-025820,20241211,S-004,D-0020,625.04,8.98,aggregate
MW-025821,20241123,S-004,D-0045,466.35,34.9,aggregate
MW-025822,20240813,S-004,D-0032,580.37,4.86,aggregate
MW-025823,20231117,S-005,D-0032,337.18,22.53,instant
MW-025824,20230725,S-004,D-0031,772.51,10.79,aggregate
MW-025825,20230501,S-005,D-0046,581.84,28.81,instant
MW-025826,20240330,S-001,D-0047,337.03,7.25,aggregate
MW-025827,20241112,S-003,D-0038,662.27,25.68,aggregate
MW-025828,20240518,S-005,D-0033,325.95,13.57,instant
MW-025829,20230713,S-004,D-0032,394.12,13.6,instant
MW-025830,20240413,S-004,D-0002,535.09,11.28,instant
MW-025831,20240526,S-002,D-0037,995.54,32.49,aggregate
MW-025832,20240112,S-005,D-0007,297.19,9.47,instant
MW-025833,20241011,S-004,D-0030,948.95,6.39,instant
MW-025834,20230421,S-003,D-0011,1209.89,33.93,aggregate
MW-025835,20240319,S-003,D-0014,755.89,16.97,aggregate
MW-025836,20231021,S-004,D-0003,927.46,7.84,aggregate
MW-025837,20240608,S-001,D-0005,382.63,8.22,aggregate
MW-025838,20240523,S-001,D-0025,314.85,34.94,aggregate
MW-025839,20241210,S-003,D-0026,404.14,4.52,aggregate
MW-025840,20240829,S-004,D-0019,588.29,0.83,aggregate
MW-025841,20230820,S-002,D-0047,431.05,23.43,instant
MW-025842,20230130,S-004,D-0040,371.58,24.21,aggregate
MW-025843,20241223,S-002,D-0016,348.77,36.46,aggregate
MW-025844,20230422,S-004,D-0049,508.63,14.76,instant
MW-025845,20230411,S-004,D-0026,373.43,10.98,aggregate
MW-025846,20231216,S-002,D-0048,338.73,28.37,aggregate
MW-025847,20240613,S-001,D-0021,551.58,3.69,instant
MW-025848,20230427,S-001,D-0036,350.95,6.35,aggregate
MW-025849,20241006,S-003,D-0020,849.43,27.67,aggregate
MW-025850,20240403,S-003,D-0034,465.62,6.68,aggregate
MW-025851,20230227,S-003,D-0004,959.98,35.73,aggregate
MW-025852,20240428,S-001,D-0020,169.11,7.3,instant
MW-025853,20230302,S-001,D-0011,531.77,2.95,aggregate
MW-025854,20241019,S-003,D-0040,421.81,32.0,aggregate
MW-025855,20241105,S-002,D-0047,448.56,35.68,aggregate
MW-025856,20230822,S-003,D-0037,221.78,16.74,instant
MW-025857,20241002,S-002,D-0016,449.32,63.17,aggregate
MW-025858,20230415,S-004,D-0048,407.17,25.84,instant
MW-025859,20231125,S-003,D-0027,391.59,50.65,aggregate
MW-025860,20240320,S-001,D-0011,362.71,18.31,aggregate
MW-025861,20240821,S-004,D-0012,365.69,12.18,instant
MW-025862,20240504,S-002,D-0028,201.98,6.53,aggregate
MW-025863,20240412,S-005,D-0018,465.84,9.38,aggregate
MW-025864,20230724,S-001,D-0031,535.39,15.66,instant
MW-025865,20231003,S-005,D-0050,218.67,11.72,aggregate
MW-025866,20240103,S-005,D-0012,261.28,8.0,aggregate
MW-025867,20231103,S-004,D-0018,801.98,23.96,aggregate
MW-025868,20230615,S-003,D-0008,818.5,41.48,aggregate
MW-025869,20240302,S-004,D-0048,614.42,6.09,instant
MW-025870,20230206,S-001,D-0039,339.91,31.38,aggregate
MW-025871,20230121,S-001,D-0049,310.41,32.8,aggregate
MW-025872,20240705,S-002,D-0026,315.84,20.95,aggregate
MW-025873,20230831,S-005,D-0009,749.25,13.79,instant
MW-025874,20240215,S-003,D-0011,662.71,57.8,instant
MW-025875,20240330,S-004,D-0047,407.06,42.92,aggregate
MW-025876,20230424,S-004,D-0005,862.28,8.52,instant
MW-025877,20230208,S-001,D-0011,727.53,12.23,aggregate
MW-025878,20230607,S-001,D-0008,767.19,20.62,aggregate
MW-025879,20230729,S-002,D-0024,545.34,22.95,aggregate
MW-025880,20240830,S-001,D-0008,260.94,6.22,aggregate
MW-025881,20240823,S-002,D-0044,718.31,4.61,aggregate
MW-025882,20230625,S-005,D-0044,375.91,8.58,aggregate
MW-025883,20230817,S-005,D-0001,389.64,3.97,aggregate
MW-025884,20240527,S-001,D-0022,854.77,13.7,aggregate
MW-025885,20241014,S-001,D-0042,206.85,42.55,aggregate
MW-025886,20241117,S-001,D-0019,241.29,16.53,aggregate
MW-025887,20230308,S-001,D-0021,326.85,13.36,aggregate
MW-025888,20230908,S-001,D-0050,519.64,15.11,instant
MW-025889,20240901,S-005,D-0042,538.62,26.18,instant
MW-025890,20241124,S-002,D-0002,668.09,14.06,aggregate
MW-025891,20240626,S-001,D-0009,873.2,10.69,aggregate
MW-025892,20230705,S-004,D-0022,251.86,27.76,aggregate
MW-025893,20240416,S-003,D-0049,418.16,10.68,instant
MW-025894,20230420,S-001,D-0043,415.84,15.04,aggregate
MW-025895,20230512,S-001,D-0003,624.17,0.98,aggregate
MW-025896,20231029,S-001,D-0014,249.34,60.14,aggregate
MW-025897,20230809,S-001,D-0029,251.32,7.75,aggregate
MW-025898,20240203,S-002,D-0002,564.83,17.38,aggregate
MW-025899,20231113,S-004,D-0040,618.78,16.31,aggregate
MW-025900,20230225,S-002,D-0013,293.75,29.93,aggregate
MW-025901,20230907,S-005,D-0041,506.84,18.95,aggregate
MW-025902,20240122,S-005,D-0021,425.22,5.28,instant
MW-025903,20240115,S-003,D-0041,360.36,41.43,aggregate
MW-025904,20240221,S-004,D-0001,584.6,9.15,aggregate
MW-025905,20240520,S-002,D-0032,983.84,27.9,aggregate
MW-025906,20230513,S-001,D-0012,486.31,18.11,aggregate
MW-025907,20230320,S-004,D-0041,281.7,32.04,instant
MW-025908,20241228,S-004,D-0050,242.37,13.04,aggregate
MW-025909,20240430,S-001,D-0011,397.11,51.29,aggregate
MW-025910,20241214,S-005,D-0046,721.01,58.35,aggregate
MW-025911,20231007,S-003,D-0013,508.49,26.72,instant
MW-025912,20230522,S-005,D-0037,480.18,17.44,aggregate
MW-025913,20240723,S-004,D-0023,329.95,16.41,aggregate
MW-025914,20241102,S-004,D-0010,204.42,3.91,aggregate
MW-025915,20230316,S-005,D-0040,524.98,10.37,aggregate
MW-025916,20241106,S-002,D-0049,971.8,46.32,aggregate
MW-025917,20230616,S-001,D-0009,502.89,62.55,instant
MW-025918,20240225,S-002,D-0010,607.93,11.63,aggregate
MW-025919,20241225,S-004,D-0017,350.8,26.82,instant
MW-025920,20231219,S-002,D-0025,799.02,4.81,aggregate
MW-025921,20240327,S-001,D-0026,278.89,20.08,aggregate
MW-025922,20240809,S-001,D-0003,488.12,57.45,instant
MW-025923,20241008,S-001,D-0019,371.21,25.67,aggregate
MW-025924,20240116,S-005,D-0016,465.51,50.05,instant
MW-025925,20230128,S-004,D-0046,347.39,23.94,aggregate
MW-025926,20230813,S-003,D-0025,599.67,3.22,aggregate
MW-025927,20230814,S-005,D-0050,374.22,9.45,aggregate
MW-025928,20240215,S-002,D-0031,527.7,2.44,aggregate
MW-025929,20240904,S-003,D-0020,349.68,16.52,aggregate
MW-025930,20240612,S-005,D-0046,587.71,19.65,aggregate
MW-025931,20240424,S-003,D-0018,469.42,28.75,aggregate
MW-025932,20231119,S-002,D-0043,466.43,28.29,aggregate
MW-025933,20230504,S-004,D-0041,777.18,20.0,aggregate
MW-025934,20240722,S-005,D-0002,323.9,6.98,aggregate
MW-025935,20240916,S-003,D-0014,633.6,55.76,aggregate
MW-025936,20230708,S-004,D-0039,223.74,22.32,aggregate
MW-025937,20240527,S-005,D-0015,325.51,15.08,aggregate
MW-025938,20231230,S-003,D-0038,609.22,8.34,aggregate
MW-025939,20230321,S-004,D-0031,360.16,12.12,aggregate
MW-025940,20230106,S-005,D-0023,512.87,8.1,aggregate
MW-025941,20230514,S-004,D-0044,869.54,44.51,aggregate
MW-025942,20240111,S-004,D-0012,463.84,33.27,aggregate
MW-025943,20240221,S-002,D-0033,640.76,6.19,instant
MW-025944,20231108,S-002,D-0004,507.49,53.26,aggregate
MW-025945,20230219,S-005,D-0014,328.59,32.36,aggregate
MW-025946,20241111,S-002,D-0034,231.9,22.16,aggregate
MW-025947,20230122,S-003,D-0023,552.98,21.91,aggregate
MW-025948,20240617,S-003,D-0033,709.86,14.78,aggregate
MW-025949,20241210,S-002,D-0001,711.83,3.08,instant
MW-025950,20230525,S-005,D-0037,274.6,16.13,aggregate
MW-025951,20240630,S-003,D-0049,498.13,41.59,aggregate
MW-025952,20240521,S-003,D-0016,313.25,48.16,aggregate
MW-025953,20230407,S-005,D-0048,287.63,21.55,aggregate
MW-025954,20241223,S-002,D-0010,585.66,13.31,aggregate
MW-025955,20241206,S-003,D-0039,739.62,18.32,instant
MW-025956,20240103,S-005,D-0023,758.75,8.7,instant
MW-025957,20230720,S-002,D-0042,355.27,12.3,aggregate
MW-025958,20240808,S-001,D-0016,206.76,18.33,instant
MW-025959,20241216,S-003,D-0037,145.84,2.94,aggregate
MW-025960,20231003,S-004,D-0035,593.2,2.49,aggregate
MW-025961,20240218,S-002,D-0008,523.98,21.57,aggregate
MW-025962,20230109,S-005,D-0010,246.39,30.72,aggregate
MW-025963,20231117,S-001,D-0001,654.39,7.44,aggregate
MW-025964,20241221,S-005,D-0025,481.92,21.7,aggregate
MW-025965,20240705,S-003,D-0044,181.58,0.87,aggregate
MW-025966,20240521,S-005,D-0035,110.53,23.21,aggregate
MW-025967,20241206,S-002,D-0038,411.76,29.2,aggregate
MW-025968,20240604,S-002,D-0029,759.49,24.61,aggregate
MW-025969,20230620,S-005,D-0034,494.15,26.61,aggregate
MW-025970,20230321,S-005,D-0031,883.39,30.19,instant
MW-025971,20240815,S-005,D-0048,387.84,4.2,aggregate
MW-025972,20241208,S-005,D-0045,440.29,28.94,aggregate
MW-025973,20231202,S-004,D-0017,500.81,16.17,aggregate
MW-025974,20240223,S-003,D-0046,775.79,17.14,aggregate
MW-025975,20241112,S-004,D-0005,296.24,32.45,instant
MW-025976,20230527,S-002,D-0013,642.94,25.81,aggregate
MW-025977,20240615,S-003,D-0048,718.42,33.86,aggregate
MW-025978,20230918,S-004,D-0019,588.56,13.61,aggregate
MW-025979,20240817,S-002,D-0029,319.93,20.39,aggregate
MW-025980,20230810,S-001,D-0016,541.5,1.31,instant
MW-025981,20240207,S-002,D-0025,476.13,18.89,aggregate
MW-025982,20230606,S-001,D-0028,234.19,50.22,instant
MW-025983,20230822,S-003,D-0046,772.08,7.85,aggregate
MW-025984,20231003,S-001,D-0047,335.56,21.26,instant
MW-025985,20240501,S-002,D-0041,172.5,44.08,aggregate
MW-025986,20230618,S-004,D-0036,283.36,39.84,aggregate
MW-025987,20241201,S-004,D-0019,160.82,18.83,instant
MW-025988,20240730,S-003,D-0045,216.54,10.42,instant
MW-025989,20240209,S-003,D-0050,231.67,4.53,instant
MW-025990,20230126,S-001,D-0027,248.71,20.37,aggregate
MW-025991,20230520,S-001,D-0015,405.97,1.9,aggregate
MW-025992,20230818,S-003,D-0001,595.58,12.31,instant
MW-025993,20230827,S-002,D-0012,603.36,61.55,instant
MW-025994,20240701,S-005,D-0014,521.65,17.22,instant
MW-025995,20230215,S-005,D-0022,134.55,18.44,aggregate
MW-025996,20241219,S-002,D-0002,590.36,30.12,aggregate
MW-025997,20240807,S-002,D-0031,628.75,14.38,aggregate
MW-025998,20240112,S-005,D-0035,567.74,18.74,instant
MW-025999,20230517,S-004,D-0040,756.63,28.35,aggregate
MW-026000,20241116,S-002,D-0020,398.73,14.44,aggregate
MW-026001,20240209,S-005,D-0020,271.37,6.89,instant
MW-026002,20230109,S-001,D-0046,383.55,5.23,aggregate
MW-026003,20230421,S-004,D-0008,194.51,14.15,instant
MW-026004,20240127,S-003,D-0044,534.39,16.33,aggregate
MW-026005,20240322,S-005,D-0020,861.87,35.35,aggregate
MW-026006,20230409,S-004,D-0015,588.17,20.47,aggregate
MW-026007,20241006,S-004,D-0008,530.86,2.5,aggregate
MW-026008,20241031,S-005,D-0002,779.03,9.74,aggregate
MW-026009,20231121,S-005,D-0041,320.64,22.9,aggregate
MW-026010,20231103,S-005,D-0049,415.79,26.86,aggregate
MW-026011,20240826,S-002,D-0014,282.94,18.76,aggregate
MW-026012,20230531,S-004,D-0046,396.22,6.94,aggregate
MW-026013,20231012,S-003,D-0003,802.24,39.32,aggregate
MW-026014,20241114,S-004,D-0038,1163.23,12.61,aggregate
MW-026015,20241217,S-005,D-0001,500.86,36.0,instant
MW-026016,20240521,S-001,D-0025,552.85,14.59,aggregate
MW-026017,20230614,S-003,D-0016,568.5,11.58,aggregate
MW-026018,20231207,S-003,D-0043,513.14,37.92,aggregate
MW-026019,20230213,S-004,D-0006,405.93,17.58,instant
MW-026020,20240514,S-002,D-0030,710.68,11.96,aggregate
MW-026021,20240928,S-003,D-0018,765.97,10.11,aggregate
MW-026022,20241123,S-003,D-0010,785.6,27.53,instant
MW-026023,20240924,S-004,D-0029,244.72,22.59,aggregate
MW-026024,20240125,S-003,D-0043,541.9,11.72,aggregate
MW-026025,20240725,S-003,D-0032,935.65,22.43,aggregate
MW-026026,20240208,S-002,D-0005,478.51,6.58,aggregate
MW-026027,20230827,S-002,D-0022,581.47,42.9,instant
MW-026028,20240807,S-004,D-0023,337.31,11.24,aggregate
MW-026029,20230210,S-001,D-0028,1073.56,21.36,aggregate
MW-026030,20230302,S-005,D-0026,397.06,31.97,aggregate
MW-026031,20241111,S-005,D-0006,695.39,32.35,aggregate
MW-026032,20240511,S-005,D-0025,418.99,12.53,aggregate
MW-026033,20240217,S-005,D-0016,570.01,11.13,aggregate
MW-026034,20230317,S-004,D-0049,201.32,28.66,aggregate
MW-026035,20241104,S-003,D-0035,734.33,36.78,aggregate
MW-026036,20231014,S-001,D-0021,600.98,28.41,aggregate
MW-026037,20230930,S-003,D-0018,455.16,9.51,aggregate
MW-026038,20241116,S-001,D-0006,94.65,18.53,aggregate
MW-026039,20230505,S-004,D-0021,507.94,23.08,aggregate
MW-026040,20230910,S-002,D-0008,298.19,18.17,aggregate
MW-026041,20240713,S-004,D-0002,157.78,23.39,aggregate
MW-026042,20230424,S-002,D-0030,144.12,15.57,aggregate
MW-026043,20241129,S-001,D-0004,730.14,7.84,aggregate
MW-026044,20240906,S-001,D-0009,848.86,28.35,aggregate
MW-026045,20230222,S-005,D-0012,317.71,7.75,aggregate
MW-026046,20240731,S-004,D-0034,448.06,11.63,aggregate
MW-026047,20241004,S-003,D-0009,530.38,24.57,aggregate
MW-026048,20240416,S-005,D-0035,668.97,42.95,aggregate
MW-026049,20230517,S-001,D-0012,426.45,40.1,aggregate
MW-026050,20231218,S-001,D-0034,608.83,6.41,aggregate
MW-026051,20230106,S-003,D-0035,898.27,17.63,aggregate
MW-026052,20230920,S-004,D-0043,320.92,20.36,aggregate
MW-026053,20230125,S-003,D-0025,474.03,12.67,aggregate
MW-026054,20230616,S-003,D-0026,384.97,9.45,instant
MW-026055,20231006,S-005,D-0048,393.82,17.28,aggregate
MW-026056,20241030,S-002,D-0005,183.19,5.78,aggregate
MW-026057,20230823,S-005,D-0001,184.45,9.51,aggregate
MW-026058,20241128,S-004,D-0011,167.15,15.3,aggregate
MW-026059,20230507,S-002,D-0010,639.66,14.9,aggregate
MW-026060,20230921,S-005,D-0028,538.81,14.53,aggregate
MW-026061,20240929,S-005,D-0004,181.62,34.1,aggregate
MW-026062,20241101,S-001,D-0038,144.65,17.04,aggregate
MW-026063,20230101,S-001,D-0043,406.12,31.21,instant
MW-026064,20240505,S-004,D-0004,172.27,8.49,instant
MW-026065,20240909,S-003,D-0047,1247.92,21.0,instant
MW-026066,20241206,S-004,D-0026,709.84,53.68,aggregate
MW-026067,20230109,S-003,D-0027,655.58,46.19,aggregate
MW-026068,20241018,S-004,D-0050,198.45,14.85,aggregate
MW-026069,20230123,S-005,D-0047,579.15,16.92,aggregate
MW-026070,20240718,S-001,D-0015,222.61,11.25,aggregate
MW-026071,20231106,S-002,D-0014,473.36,2.79,aggregate
MW-026072,20240402,S-002,D-0002,800.75,17.66,aggregate
MW-026073,20230320,S-005,D-0006,588.88,21.16,aggregate
MW-026074,20240719,S-002,D-0031,326.02,12.42,aggregate
MW-026075,20231108,S-002,D-0014,881.0,21.39,aggregate
MW-026076,20230608,S-005,D-0008,159.31,9.83,instant
MW-026077,20230728,S-002,D-0009,101.75,42.96,instant
MW-026078,20240824,S-003,D-0043,540.06,47.21,aggregate
MW-026079,20241206,S-004,D-0049,116.43,46.75,instant
MW-026080,20240808,S-005,D-0011,558.07,31.78,aggregate
MW-026081,20231031,S-002,D-0031,783.32,20.3,aggregate
MW-026082,20241102,S-004,D-0043,411.18,17.68,aggregate
MW-026083,20240922,S-003,D-0046,536.21,19.18,aggregate
MW-026084,20230605,S-001,D-0014,758.22,6.42,aggregate
MW-026085,20240920,S-002,D-0018,146.41,18.13,aggregate
MW-026086,20230728,S-002,D-0004,271.91,17.68,instant
MW-026087,20230909,S-005,D-0002,940.14,5.11,aggregate
MW-026088,20241209,S-005,D-0016,631.01,47.16,aggregate
MW-026089,20240711,S-005,D-0038,364.65,43.47,instant
MW-026090,20240203,S-005,D-0029,974.74,27.59,aggregate
MW-026091,20230719,S-004,D-0003,369.94,16.0,instant
MW-026092,20240705,S-003,D-0048,910.61,13.8,instant
MW-026093,20230525,S-001,D-0034,730.86,13.92,aggregate
MW-026094,20240908,S-001,D-0037,731.46,29.17,aggregate
MW-026095,20240223,S-002,D-0011,664.45,4.56,aggregate
MW-026096,20240827,S-003,D-0022,580.11,4.54,aggregate
MW-026097,20240721,S-001,D-0015,352.53,12.28,aggregate
MW-026098,20240915,S-002,D-0013,1218.84,5.68,aggregate
MW-026099,20230529,S-005,D-0023,459.93,29.1,aggregate
MW-026100,20241116,S-001,D-0023,521.36,1.26,aggregate
MW-026101,20230221,S-001,D-0010,958.07,13.69,aggregate
MW-026102,20231120,S-003,D-0021,276.05,12.08,aggregate
MW-026103,20240615,S-001,D-0015,231.12,17.98,aggregate
MW-026104,20230120,S-005,D-0009,527.11,13.93,aggregate
MW-026105,20240712,S-001,D-0001,807.22,38.89,aggregate
MW-026106,20231128,S-005,D-0017,417.26,46.54,aggregate
MW-026107,20240424,S-001,D-0021,176.32,2.62,aggregate
MW-026108,20241207,S-004,D-0045,366.48,7.91,aggregate
MW-026109,20240206,S-002,D-0013,376.92,13.43,aggregate
MW-026110,20240915,S-002,D-0019,315.38,5.29,aggregate
MW-026111,20231127,S-005,D-0008,520.87,21.91,instant
MW-026112,20230121,S-002,D-0028,515.82,15.96,aggregate
MW-026113,20241014,S-002,D-0017,386.25,48.52,aggregate
MW-026114,20241125,S-005,D-0018,473.92,48.34,aggregate
MW-026115,20230602,S-004,D-0010,434.31,49.07,aggregate
MW-026116,20231010,S-005,D-0040,130.68,15.69,instant
MW-026117,20231022,S-005,D-0010,671.63,17.31,aggregate
MW-026118,20230204,S-003,D-0025,424.65,4.42,aggregate
MW-026119,20241112,S-003,D-0026,674.06,11.43,instant
MW-026120,20240122,S-001,D-0047,436.52,27.15,aggregate
MW-026121,20230715,S-005,D-0015,407.0,11.72,aggregate
MW-026122,20230131,S-002,D-0016,838.15,8.11,aggregate
MW-026123,20241227,S-002,D-0028,704.31,10.43,instant
MW-026124,20241105,S-001,D-0019,370.22,2.39,aggregate
MW-026125,20231006,S-004,D-0018,685.54,17.86,aggregate
MW-026126,20240225,S-001,D-0040,485.57,9.75,instant
MW-026127,20240701,S-002,D-0050,629.39,5.33,aggregate
MW-026128,20231108,S-004,D-0047,390.47,5.26,aggregate
MW-026129,20231028,S-002,D-0036,790.9,18.84,aggregate
MW-026130,20241024,S-005,D-0029,211.7,13.28,aggregate
MW-026131,20241222,S-002,D-0021,458.35,54.41,aggregate
MW-026132,20230918,S-005,D-0045,417.6,51.04,aggregate
MW-026133,20230201,S-001,D-0005,249.31,6.95,aggregate
MW-026134,20231124,S-004,D-0003,345.38,80.25,aggregate
MW-026135,20230226,S-002,D-0045,333.2,14.15,aggregate
MW-026136,20240606,S-003,D-0037,565.89,21.65,aggregate
MW-026137,20241111,S-004,D-0022,452.79,7.31,aggregate
MW-026138,20230214,S-001,D-0034,847.58,17.39,aggregate
MW-026139,20240421,S-001,D-0037,468.79,2.99,aggregate
MW-026140,20241022,S-003,D-0033,432.23,19.69,instant
MW-026141,20241127,S-001,D-0038,233.17,16.51,aggregate
MW-026142,20240415,S-001,D-0023,656.58,15.89,aggregate
MW-026143,20230919,S-002,D-0021,293.06,3.59,aggregate
MW-026144,20240227,S-003,D-0015,208.75,12.61,aggregate
MW-026145,20230701,S-004,D-0010,934.75,61.11,instant
MW-026146,20241221,S-005,D-0030,329.37,20.25,aggregate
MW-026147,20240505,S-003,D-0046,477.31,15.33,aggregate
